UPC_ID,UPC_DESC,L4 ID,L4_DESC,L5_ID,L5_DESC,MANUFACTURER_NAME,BRAND_NAME
112200959,AMUCHINA BAGNO+RIC 750+750ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,ACRAF,AMUCHINA
112200964,AMUCHINA PAVIM LIM 1L+500ML,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,ACRAF,AMUCHINA
112200825,AMUCHINA PAVIMENTI 1L+500ML,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,ACRAF,AMUCHINA
112200824,AMUCHINA BAGNO SPRAY 750ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,ACRAF,AMUCHINA
112201226,AMUCHINA SPR.S/RISCI+RIC.750ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,ACRAF,AMUCHINA
112201219,AMUCHINA PAVIM ALOE 1L+500ML,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,ACRAF,AMUCHINA
112000211,AMUCHINA BUC.ADDITIVO LIQ.3L,120,CURA TESSUTI,1204,ADDITIVI,ACRAF,AMUCHINA
112201086,ANITRA DUCK FRESH DISCS LAV/FI,122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,ANITRA
112201087,ANITRA DUCK FRESH DISCS EU/CIT,122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,ANITRA
112201014,DUCK WC CANDEGG.750ML,122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,ANITRA
112200379,ANITRA DUCK FR/DISCS CLASS.X12,122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,ANITRA
112201234,"DUCK ACTIVE CLEAN FLOREL 38,6G",122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,ANITRA
112201088,ANITRA DUCK SCH/ATT.MAR.750ML,122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,ANITRA
112201173,"DUCK ACTIVE CLEAN MAR/PIN38,6G",122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,ANITRA
112200494,ANITRA DUCK-FRE STICK/PINE 27G,122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,ANITRA
112200744,ANITRA DUCK FR/DISCS CAND.X12,122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,ANITRA
112201085,ANITRA DUCK FRESH DISCS MAR/LI,122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,ANITRA
112200495,ANITRA DUCK-FRE STICK/LIME 27G,122,DETERGENTI X LA CASA,1223,CURA WC,S.C JOHNSON,ANITRA
112200001,ARGENTIL SPRAY ML.150,122,DETERGENTI X LA CASA,1228,DETERGENTI METALLI,BOLTON MANITOBA,ARGENTIL
112200056,ARGENTIL CREMA L/DURATA 150ML,122,DETERGENTI X LA CASA,1228,DETERGENTI METALLI,BOLTON MANITOBA,ARGENTIL
111339123,AUTAN FAMILY VAPO 100ML,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
111300964,AUTAN ANTITARME ALIMENTARI X2,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,AUTAN
111900953,AUTAN DOPOPUNTURA 25ML,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
112700035,AUTAN SPORT VAPO 100ML,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
112700003,AUTAN ACTIVE VAPO 100ML X2,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
112700040,AUTAN TROPICAL SPRAY 50ML,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
112700056,AUTAN DOPOPUNTURA JUNIOR 25ML,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
111900944,AUTAN TROPICAL SPRAY SEC 100ML,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
111300019,AUTAN PROTECT.PLUS VAPO ML.100,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
111339048,AUTAN FAMILY STICK 50ML,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
111339122,AUTAN FAMILY CARE SPRAY 100 ML,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
111900893,AUTAN TROPICAL SPRAY 100ML,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
111900884,AUTAN TROPICAL VAPO 100ML,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
112700034,AUTAN FAMILY CARE SPR 100ML X2,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
111900213,AUTAN ACTIVE VAPO 100ML,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
111900850,AUTAN FAM/CARE JUN.VAPO ML.100,127,INSETTICIDI,1272,PER PERSONA,S.C JOHNSON,AUTAN
112101602,AVA LIQ.36L E/PRIMAVERA 1800ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,RECKITT BENCKISER,AVA
112101453,AVA LIQ COLOR GEL 30L 1950ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,RECKITT BENCKISER,AVA
112101605,"AVA FUSTONE 80MISURINI 5,2KG",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,RECKITT BENCKISER,AVA
112101603,AVA LIQ.36L F/TROPICALE 1800ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,RECKITT BENCKISER,AVA
111333150,BAYGON POLVERE SCAR/FORM 250G,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,BAYGON
112700063,BAYGON ESCA MOSCHE PROT/CUC X4,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,BAYGON
111331410,BAYGON SCAR/FORM SCHIUMA ML400,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,BAYGON
112700057,BAYGON TRAPP.SCARAF.PROT/CUCX5,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,BAYGON
112700059,BAYGON ESCA FORMICHE PROT/CUC.,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,BAYGON
112700062,BAYGON S&F SPRAY PROT/CUC400ML,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,BAYGON
111331411,BAYGON SC&FOR PLUS SPRAY ML400,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,BAYGON
111300709,BAYGON GENIUS RICARICA ML.30,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,BAYGON
112300642,BAYGON ESCA FORMICHE,127,INSETTICIDI,1271,PER AMBIENTE,SC JOHNSON,BAYGON
112700060,BAYGON EXTRA PRECISION 400ML,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,BAYGON
112700046,BAYGON PROT.CUCINA A/TARME AL.,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,BAYGON
112700061,BAYGON EXT/PREC.PROT/CUC 400ML,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,BAYGON
111330529,BAYGON MOS&ZAN PLUS SPRAY M400,127,INSETTICIDI,1271,PER AMBIENTE,S.C JOHNSON,BAYGON
111184691,BIO PRESTO BUC/MANO 600G,121,DETERGENTI X BUCATO,1212,BUCATO A MANO,HENKEL,BIO PRESTO
112101649,BIO PRESTO LIQ.27L CLA 1350ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
112101581,BIO PRESTO LIQ.19L COLOR 950ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
112101641,BIO PRESTO 19L COLOR 950ML X2,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
112101684,BIO PRESTO 19L COLOR950MLX3+OM,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
112101184,"BIO PRESTO 50MIS 2,75KG",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
112101580,BIO PRESTO LIQ.19L CLASS 950ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
111100920,"BIO PRESTO BABY 1,5 L",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
112101640,BIO PRESTO 19L CLASS 950ML X2,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
111100096,BIO PRESTO SURF MANO 750ML,121,DETERGENTI X BUCATO,1212,BUCATO A MANO,HENKEL,BIO PRESTO
112101152,"BIO PRESTO POLV.80M CLAS.4,4KG",121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
112101582,BIO PRESTO LIQ 18L STIRO 900ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
112101468,BIO PRESTO POLV.100M 5.5KG,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
112101628,BIO PRESTO LIQ.27L X3 CLA.4050,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
112101650,BIO PRESTO LIQ.27L COL 1350ML,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
112101629,BIO PRESTO LIQ.27L X3 COL.4050,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
112101683,BIO PRESTO 19L CLAS.950MLX3+OM,121,DETERGENTI X BUCATO,1210,BUCATO LAVATRICE,HENKEL,BIO PRESTO
111158220,BIOSHOUT SCIOGLIMACCHIA ML.500,120,CURA TESSUTI,1204,ADDITIVI,S.C JOHNSON,BIO SHOUT
112100076,BRAWN BUCATO SICURO 20P,120,CURA TESSUTI,1204,ADDITIVI,DI.VA,BRAWN
112100694,BRAWN BUCATO SICURO 36PZ,120,CURA TESSUTI,1204,ADDITIVI,DI.VA,BRAWN
111200345,BRAWN SALV.MULTIUSO X40,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,DI.VA,BRAWN
112100714,BRAWN UNICO 3AZIONI 10BS,120,CURA TESSUTI,1204,ADDITIVI,DI.VA,BRAWN
112101397,BRAWN PANNI ASCIUGATRICE X2,120,CURA TESSUTI,1201,AMMORBIDENTI,DI.VA,BRAWN
112201235,BREF WC TAV.POW/ACT HAPPY 50G,122,DETERGENTI X LA CASA,1223,CURA WC,HENKEL,BREF
112200685,BREF BRILLANTE BAGNO TRG 750ML,122,DETERGENTI X LA CASA,1224,PER PICCOLE SUPERFICI,HENKEL,BREF
112200863,BREF PAV.FRESH VITALITY 1250ML,122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,HENKEL,BREF
112201080,BREF WC BLUE ACTIVE 50G X2,122,DETERGENTI X LA CASA,1223,CURA WC,HENKEL,BREF
112200545,BREF WC TAV.POW/ACTIV CAND.50G,122,DETERGENTI X LA CASA,1223,CURA WC,HENKEL,BREF
112201050,BREF WC TAV.P/ACT LEMON 50G X2,122,DETERGENTI X LA CASA,1223,CURA WC,HENKEL,BREF
112201195,BREF WC TAV.POW/ACT.LAVAN.50X2,122,DETERGENTI X LA CASA,1223,CURA WC,HENKEL,BREF
112200873,BREF WC TAV P/ACT LAVANDA 50G,122,DETERGENTI X LA CASA,1223,CURA WC,HENKEL,BREF
112200816,BREF WC TAV.P/ACT OCEAN 50GX2,122,DETERGENTI X LA CASA,1223,CURA WC,HENKEL,BREF
112200949,BREF WC TAV.POWER ACTIVE 50GX3,122,DETERGENTI X LA CASA,1223,CURA WC,HENKEL,BREF
112200690,"BREF BRILLANTE PAV EUPH.1,25L",122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,HENKEL,BREF
112200310,BREF WC TAV.POWER ACTIVE 50G,122,DETERGENTI X LA CASA,1223,CURA WC,HENKEL,BREF
112201190,BREF WC TAV.POW/ACT.PER/C.50X2,122,DETERGENTI X LA CASA,1223,CURA WC,HENKEL,BREF
112200993,BREF WC TAV.P/ACT EUCAL 50G X2,122,DETERGENTI X LA CASA,1223,CURA WC,HENKEL,BREF
112200420,"BREF S/PREG.BRILLANTE 1,25 LT",122,DETERGENTI X LA CASA,1227,DETERGENTI SUPERFICI PREGIATE,HENKEL,BREF
112200335,"BREF P/FACILE BRILLANTE 1,25LT",122,DETERGENTI X LA CASA,1225,PER PAVIMENTI,HENKEL,BREF
112101058,CALGON 2IN1 30TABS 390G,120,CURA TESSUTI,1203,ANTICALCARE PER LAVATRICE,RECKITT BENCKISER,CALGON
112100546,"CALGON GEL 1,5L",120,CURA TESSUTI,1203,ANTICALCARE PER LAVATRICE,RECKITT BENCKISER,CALGON
111130230,CALGON POLVERE 2KG,120,CURA TESSUTI,1203,ANTICALCARE PER LAVATRICE,RECKITT BENCKISER,CALGON
111138180,CALGON GEL 750ML,120,CURA TESSUTI,1203,ANTICALCARE PER LAVATRICE,RECKITT BENCKISER,CALGON
112000077,CALGON GEL HYGENE 750ML,120,CURA TESSUTI,1203,ANTICALCARE PER LAVATRICE,RECKITT BENCKISER,CALGON
112101059,CALGON 2IN1 15TABS 195G,120,CURA TESSUTI,1203,ANTICALCARE PER LAVATRICE,RECKITT BENCKISER,CALGON
112000115,CALGON GEL HYGENE 1500ML,120,CURA TESSUTI,1203,ANTICALCARE PER LAVATRICE,RECKITT BENCKISER,CALGON
111135527,CALGON E2 ASTUCCIO 850G,120,CURA TESSUTI,1203,ANTICALCARE PER LAVATRICE,RECKITT BENCKISER,CALGON
112300803,EBANO CALZANETTO BIANCO   SB12,128,PRODOTTI PER LE SCARPE,1282,PULIZIA SCARPE,DEISA EBANO,CALZANETTO
112300810,LUC.CREMA CALZANETTO MORO 50ML,128,PRODOTTI PER LE SCARPE,1282,PULIZIA SCARPE,DEISA EBANO,CALZANETTO
112300815,AUTOLUC.CALZANETTO MARR.75ML,128,PRODOTTI PER LE SCARPE,1282,PULIZIA SCARPE,DEISA EBANO,CALZANETTO
112300800,EBANO CALZANETTO MARRONE  SM12,128,PRODOTTI PER LE SCARPE,1282,PULIZIA SCARPE,DEISA EBANO,CALZANETTO
