ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,turbo_flag_n,Mileage_avg,Levy_avg
45813492,4704,218.42857142857142,OPEL,Vectra,1995,Sedan,No,Petrol,1.8,300000.0,4.0,Automatic,Front,04-May,Left wheel,Green,4,non_turbo,142952654.85714287,218.42857142857142
45782859,20385,108.21212121212122,MERCEDES-BENZ,E 220,2006,Sedan,Yes,Diesel,2.2,210000.0,4.0,Tiptronic,Rear,04-May,Left wheel,Black,8,Turbo,183225.48484848486,108.21212121212122
45759112,549,2455.0,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,232389.44303797468,8.0,Automatic,4x4,04-May,Left wheel,White,0,non_turbo,232389.44303797468,1917.6582278481012
45804684,30,648.939393939394,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,169000.0,4.0,Automatic,Front,04-May,Left wheel,White,8,non_turbo,21899009.727272727,648.939393939394
45801525,14454,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,158787.0,4.0,Automatic,Front,04-May,Left wheel,Silver,4,non_turbo,134967.6561085973,587.6515837104073
45768550,12074,1537.0,TOYOTA,Highlander,2009,Jeep,Yes,Hybrid,3.3,300000.0,6.0,Automatic,4x4,04-May,Left wheel,Blue,12,non_turbo,340713.3888888889,1280.8333333333333
44944581,15681,1288.0,MERCEDES-BENZ,Vito,2007,Goods wagon,No,Diesel,2.0,180000.0,6.0,Manual,Rear,04-May,Left wheel,White,4,Turbo,282500.0,644.0
45760983,19444,915.0,PORSCHE,Cayenne,2014,Jeep,Yes,Diesel,3.0,175056.0,6.0,Automatic,4x4,04-May,Left wheel,White,12,non_turbo,118777.5,1038.75
45790136,6899,0.0,BMW,X5,2000,Jeep,Yes,CNG,4.4,200000.0,8.0,Automatic,4x4,04-May,Left wheel,Silver,6,non_turbo,166698.5,0.0
45770026,125,1750.0,TOYOTA,Highlander,2008,Sedan,Yes,Hybrid,3.3,287274.0,6.0,Automatic,4x4,04-May,Left wheel,White,12,non_turbo,21899009.727272727,648.939393939394
45542380,24462,0.0,JEEP,Grand Cherokee,2007,Jeep,Yes,Diesel,3.0,250000.0,6.0,Tiptronic,4x4,04-May,Left wheel,Black,10,Turbo,229000.0,0.0
45732374,23235,707.0,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2.0,162000.0,4.0,Automatic,Front,04-May,Left wheel,Grey,4,non_turbo,151490.9150943396,683.8867924528302
45369569,51746,1077.0,TOYOTA,CHR Limited,2019,Jeep,No,Petrol,2.0,10200.0,4.0,Tiptronic,Front,04-May,Left wheel,Red,12,non_turbo,27197.11320754717,960.8867924528302
45642526,7527,1486.0,HONDA,FIT,2010,Hatchback,No,Hybrid,1.3,158000.0,4.0,Automatic,Front,04-May,Right-hand drive,Black,4,non_turbo,157661.01694915254,415.4237288135593
45801668,19121,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,103490.0,4.0,Automatic,Front,04-May,Left wheel,Silver,4,non_turbo,146380.4312267658,556.7806691449814
45661296,314,1399.0,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,300000.0,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,non_turbo,238692.83615819208,1542.8813559322034
45815051,24462,751.0,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.4,203200.0,4.0,Automatic,Front,04-May,Left wheel,Blue,4,non_turbo,150602.16730038024,608.2661596958175
45797488,45734,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,61057.0,4.0,Automatic,Front,04-May,Left wheel,Black,4,non_turbo,122764.38775510204,1091.0
45667253,20165,650.0,VOLKSWAGEN,Jetta,2016,Sedan,Yes,Petrol,1.4,11200.0,4.0,Tiptronic,Front,04-May,Left wheel,Black,8,Turbo,64608.333333333336,667.1851851851852
45108412,21326,382.0,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,141000.0,4.0,Tiptronic,Front,04-May,Left wheel,White,12,non_turbo,238968.55194805196,589.737012987013
45810322,549,1436.0,PORSCHE,Cayenne,2010,Jeep,Yes,Petrol,3.6,160259.0,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,non_turbo,147561.5,1660.5
45769564,220,1194.0,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,4.0,239342.0,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,non_turbo,229302.17460317462,872.2063492063492
45726453,15681,503.0,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,128000.0,4.0,Variator,Front,04-May,Left wheel,Sky blue,8,non_turbo,143101.0802919708,482.27372262773724
45732544,55390,1017.0,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2.0,100734.0,4.0,Automatic,Front,04-May,Left wheel,Black,4,non_turbo,91420.17142857143,958.1428571428571
45811563,12544,482.27372262773724,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,141500.0,4.0,Automatic,Front,04-May,Right-hand drive,Black,8,non_turbo,143101.0802919708,482.27372262773724
45699930,17249,412.3225806451613,FORD,Escape Hybrid,2008,Jeep,No,Hybrid,2.3,147000.0,4.0,Variator,4x4,04-May,Left wheel,White,8,non_turbo,222770.4516129032,412.3225806451613
45809839,34889,891.0,HONDA,Civic,2016,Sedan,Yes,Petrol,2.0,87768.0,4.0,Automatic,Front,04-May,Left wheel,Blue,4,non_turbo,58891.82608695652,762.4347826086956
45767508,862,1104.0,AUDI,Q7,2015,Jeep,Yes,Petrol,3.0,264014.0,6.0,Automatic,4x4,04-May,Left wheel,Black,0,non_turbo,198022.33333333334,1104.0
45802148,14583,0.0,RENAULT,Megane 1.5CDI,2008,Sedan,No,Diesel,1.5,132542.0,4.0,Manual,Front,04-May,Left wheel,White,10,Turbo,154880.0,0.0
45769316,392,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2.0,1600.0,4.0,Automatic,Rear,04-May,Left wheel,Black,12,non_turbo,33689.16,1003.44
44153312,38500,639.0,AUDI,Q5,2014,Jeep,Yes,Petrol,2.0,87000.0,1.0,Tiptronic,4x4,04-May,Left wheel,White,12,non_turbo,96618.0,836.1428571428571
45782169,8781,0.0,MERCEDES-BENZ,C 180,2001,Coupe,No,Petrol,2.0,260000.0,4.0,Manual,Rear,02-Mar,Left wheel,Blue,0,non_turbo,188096.5,0.0
44316016,87112,0.0,MERCEDES-BENZ,GLA 250,2019,Jeep,Yes,Petrol,2.0,5323.0,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,0,Turbo,5323.0,0.0
45641216,1411,629.0,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,87112.0,4.0,Automatic,4x4,04-May,Left wheel,Black,0,non_turbo,85838.84615384616,612.7692307692307
45813399,392,919.0,BMW,535,2012,Sedan,Yes,Petrol,3.0,204318.0,6.0,Automatic,Rear,04-May,Left wheel,Black,12,non_turbo,133708.20454545456,442.8636363636364
44679525,23521,781.0,CHEVROLET,Cruze LT,2018,Sedan,No,Petrol,1.4,22000.0,4.0,Automatic,Front,04-May,Left wheel,Red,6,Turbo,35235.5,887.6153846153846
45418626,16935,530.0,FORD,Fusion,2013,Sedan,No,Petrol,1.6,83000.0,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8,Turbo,164469.55462184874,557.8739495798319
45323316,10349,0.0,TOYOTA,VOXY,2007,Minivan,Yes,Petrol,2.4,170000.0,4.0,Automatic,Front,04-May,Right-hand drive,Black,6,non_turbo,146375.0,0.0
45638910,7213,530.0,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,300000.0,4.0,Automatic,Front,04-May,Left wheel,Black,0,non_turbo,145908.16279069768,452.1860465116279
45778144,5331,152.27272727272728,MERCEDES-BENZ,A 160,2004,Sedan,No,Petrol,1.6,130000.0,4.0,Tiptronic,Front,04-May,Left wheel,Black,6,non_turbo,168931.04545454544,152.27272727272728
45803923,20526,640.0,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2.0,200279.0,4.0,Automatic,Front,04-May,Left wheel,Grey,4,non_turbo,134050.43181818182,625.1931818181819
45803550,9722,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,300000.0,4.0,Automatic,Front,04-May,Left wheel,Orange,4,non_turbo,262805.5196629214,716.2134831460675
45802190,34657,777.0,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,154672.0,4.0,Automatic,Front,04-May,Left wheel,Silver,4,non_turbo,138296.7327586207,779.3793103448276
45802203,36564,1091.0,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,110969.0,4.0,Automatic,Front,04-May,Left wheel,Black,4,non_turbo,101792.65909090909,1091.0
45648175,314,779.0,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510.0,4.0,Automatic,Front,04-May,Left wheel,White,12,non_turbo,150602.16730038024,608.2661596958175
45786421,5488,0.0,TOYOTA,Vitz,2001,Hatchback,No,Petrol,1.5,210000.0,4.0,Manual,Front,04-May,Right-hand drive,Sky blue,3,non_turbo,182500.0,0.0
45802120,30063,934.0,HYUNDAI,H1,2015,Universal,Yes,Diesel,2.5,148105.0,4.0,Automatic,Front,04-May,Left wheel,Silver,4,non_turbo,124751.63636363637,934.0
45809414,15800,769.0,CHEVROLET,Captiva,2011,Jeep,Yes,Diesel,2.2,255456.0,4.0,Automatic,Front,04-May,Left wheel,Silver,4,non_turbo,134871.0625,795.3125
45797480,43952,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,111643.0,4.0,Automatic,Front,04-May,Left wheel,Grey,4,non_turbo,115974.58333333333,1249.0
45732043,53154,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,84506.0,4.0,Automatic,Front,04-May,Left wheel,Silver,4,non_turbo,109803.82587064676,870.094527363184
45816646,14740,645.0,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,288000.0,4.0,Automatic,Front,04-May,Left wheel,White,8,non_turbo,17027505.62121212,471.8787878787879
45624039,42337,0.0,FORD,Mustang,2016,Cabriolet,Yes,Petrol,2.3,75000.0,4.0,Tiptronic,Rear,02-Mar,Left wheel,Silver,6,Turbo,75000.0,0.0
45814804,3763,1053.0,MERCEDES-BENZ,ML 350,2014,Jeep,Yes,Petrol,3.5,94362.0,6.0,Automatic,Rear,04-May,Left wheel,White,12,non_turbo,138114.65384615384,1067.3076923076924
45787521,18189,623.840830449827,TOYOTA,Prius,2012,Sedan,No,Petrol,1.8,175000.0,4.0,Automatic,Front,04-May,Left wheel,Silver,8,non_turbo,168805.61937716263,623.840830449827
45759890,862,2455.0,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,263190.0,8.0,Automatic,4x4,04-May,Left wheel,White,0,non_turbo,232389.44303797468,1917.6582278481012
45758167,220,1185.0,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,193614.0,4.0,Automatic,Front,04-May,Left wheel,White,0,non_turbo,184439.15625,925.78125
45648538,5645,1324.0,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,264877.0,6.0,Automatic,4x4,04-May,Left wheel,White,12,non_turbo,249307.78181818183,1026.909090909091
45757322,7527,830.0,TOYOTA,Yaris,2019,Sedan,Yes,Petrol,1.5,27656.0,4.0,Automatic,Front,04-May,Left wheel,White,12,non_turbo,21783.352112676057,955.5211267605633
45800993,21953,1187.0,HONDA,Civic,2014,Sedan,No,Hybrid,1.4,16000.0,8.0,Automatic,4x4,04-May,Right-hand drive,White,10,non_turbo,97299.08333333333,643.6666666666666
45765301,8154,0.0,HONDA,Cr-v,1998,Jeep,No,Petrol,2.0,134676.0,4.0,Automatic,4x4,04-May,Right-hand drive,White,2,non_turbo,134676.0,0.0
45771208,21953,781.0,TOYOTA,Camry,2012,Sedan,No,Petrol,2.5,195053.0,4.0,Automatic,Front,04-May,Left wheel,Black,0,non_turbo,168805.61937716263,623.840830449827
45801684,19121,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,121362.0,4.0,Automatic,Front,04-May,Left wheel,Black,4,non_turbo,146380.4312267658,556.7806691449814
45732386,36065,639.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.0,69191.0,4.0,Automatic,Front,04-May,Left wheel,White,4,non_turbo,115607.97321428571,632.8839285714286
43892866,8781,1111.0,HONDA,FIT,2012,Hatchback,Yes,Hybrid,1.3,83000.0,4.0,Tiptronic,Front,04-May,Right-hand drive,Green,12,non_turbo,133472.08695652173,625.695652173913
45810403,6247,760.0,CHEVROLET,Cruze,2010,Sedan,Yes,Petrol,1.8,40772.0,4.0,Automatic,Front,04-May,Left wheel,Black,4,non_turbo,119188.5945945946,808.3783783783783
45810513,16289,642.0,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2.0,172000.0,4.0,Automatic,Front,04-May,Left wheel,Grey,4,non_turbo,175216.55555555556,620.2777777777778
45807330,77775,1604.0,MERCEDES-BENZ,GL 63 AMG,2014,Jeep,Yes,Petrol,5.5,300000.0,8.0,Automatic,4x4,04-May,Left wheel,Black,10,non_turbo,138114.65384615384,1067.3076923076924
45733554,2822,388.4166666666667,BMW,520 Vanos,1995,Sedan,Yes,Petrol,2.0,300000.0,6.0,Manual,Rear,04-May,Left wheel,Blue,2,non_turbo,179206979.83333334,388.4166666666667
45769914,549,781.0,SUBARU,Forester,2012,Jeep,Yes,Petrol,2.5,148213.0,4.0,Automatic,4x4,04-May,Left wheel,Blue,0,non_turbo,196181.42857142858,841.7142857142857
45744824,6981,1095.0,DAEWOO,Lacetti,2008,Sedan,Yes,Petrol,2.0,103246.0,4.0,Automatic,Front,04-May,Left wheel,Black,4,non_turbo,103246.0,1095.0
45792882,27284,891.0,HYUNDAI,Elantra,2016,Sedan,No,Petrol,2.0,105394.0,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,non_turbo,194482.34897360703,829.6422287390029
45330228,32929,434.6666666666667,BMW,428 Sport Line,2013,Coupe,Yes,Petrol,2.0,160000.0,4.0,Automatic,Rear,02-Mar,Left wheel,Black,12,Turbo,112500.0,434.6666666666667
45776745,18817,0.0,NISSAN,Patrol,1990,Jeep,No,Diesel,2.8,300000.0,4.0,Manual,Rear,04-May,Left wheel,Black,0,Turbo,277777.5,0.0
45749534,4234,0.0,HONDA,Civic,1997,Hatchback,Yes,Petrol,1.4,150000.0,4.0,Manual,Front,02-Mar,Left wheel,Blue,6,non_turbo,150000.0,0.0
45789555,15053,152.27272727272728,MERCEDES-BENZ,E 320,2004,Sedan,Yes,Petrol,3.2,214000.0,6.0,Tiptronic,Rear,04-May,Left wheel,Grey,8,non_turbo,168931.04545454544,152.27272727272728
45797276,15458,966.0,HYUNDAI,Genesis,2009,Coupe,Yes,Petrol,2.0,123346.0,4.0,Automatic,Front,04-May,Left wheel,Black,4,non_turbo,131115.86666666667,1018.6666666666666
45809760,2901,473.0,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,80827.0,4.0,Automatic,Front,04-May,Left wheel,Green,12,non_turbo,102951.74074074074,541.5925925925926
45810325,706,1138.0,PORSCHE,911,2013,Coupe,Yes,Petrol,3.8,64464.0,6.0,Automatic,Rear,02-Mar,Left wheel,Black,12,non_turbo,79237.0,1083.0
45813375,314,382.0,FORD,Fusion,2015,Sedan,Yes,Hybrid,2.0,91760.0,4.0,Automatic,Front,04-May,Left wheel,Black,12,non_turbo,106180.98837209302,540.8837209302326
45756975,15681,1811.0,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240.0,8.0,Automatic,4x4,04-May,Left wheel,Silver,0,non_turbo,238692.83615819208,1542.8813559322034
45776758,26657,229.25,MERCEDES-BENZ,Sprinter,2004,Microbus,No,Diesel,2.2,300000.0,4.0,Manual,Rear,04-May,Left wheel,White,1,Turbo,299187.5,229.25
45550733,10663,988.0,TOYOTA,Prius,2007,Hatchback,No,Petrol,1.5,300000.0,4.0,Automatic,Front,04-May,Left wheel,Silver,6,non_turbo,166692.23913043478,451.04347826086956
44094036,12858,765.0,FORD,Focus SE,2015,Sedan,No,Petrol,2.0,91200.0,4.0,Automatic,Front,04-May,Left wheel,Sky blue,10,non_turbo,106180.98837209302,540.8837209302326
45642797,1019,917.0,BMW,X5,2013,Jeep,Yes,Diesel,3.0,137802.0,6.0,Automatic,4x4,04-May,Left wheel,Black,12,non_turbo,123850.36111111111,772.4166666666666
45760895,549,917.0,BMW,535,2013,Sedan,Yes,Hybrid,3.0,151586.0,6.0,Automatic,Rear,04-May,Left wheel,White,12,non_turbo,116344.23255813954,557.3023255813954
45742789,12858,0.0,KIA,Picanto,2016,Hatchback,No,Petrol,1.2,107000.0,4.0,Manual,Front,04-May,Left wheel,Silver,2,non_turbo,127000.0,0.0
45783859,15000,382.1818181818182,BMW,328,2008,Sedan,Yes,CNG,3.0,210408.0,6.0,Tiptronic,Rear,04-May,Left wheel,White,12,non_turbo,187807.36363636365,382.1818181818182
45808992,85553,1156.0,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,100567.0,4.0,Automatic,Front,04-May,Left wheel,Black,4,non_turbo,81754.75,1211.3125
45731735,44752,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,86000.0,4.0,Automatic,Front,04-May,Left wheel,Grey,4,non_turbo,122764.38775510204,1091.0
45797948,17158,687.0,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,122740.0,4.0,Automatic,Front,04-May,Left wheel,White,4,non_turbo,136726.2894736842,750.6907894736842
45782067,12231,0.0,MITSUBISHI,Airtrek,2005,Jeep,No,LPG,2.4,144000.0,4.0,Tiptronic,4x4,04-May,Right-hand drive,White,16,non_turbo,171002.4,0.0
45534351,11917,11714.0,MERCEDES-BENZ,E 500 AMG,2003,Sedan,Yes,Petrol,5.0,150000.0,12.0,Tiptronic,Rear,04-May,Right-hand drive,White,12,non_turbo,186075.64705882352,689.0588235294117
45753393,1254,0.0,MITSUBISHI,Lancer,1997,Sedan,No,Petrol,1.3,100000.0,4.0,Manual,Rear,04-May,Left wheel,Red,0,non_turbo,55555.5,0.0
45624923,94,0.0,HONDA,FIT,2003,Hatchback,No,Petrol,1.5,178000.0,4.0,Variator,Front,04-May,Right-hand drive,Silver,4,non_turbo,127903.55172413793,0.0
45726679,25591,640.0,SSANGYONG,Korando,2013,Jeep,Yes,Diesel,2.0,85704.0,4.0,Automatic,Front,04-May,Left wheel,Silver,4,non_turbo,119719.984375,640.0
45803059,14897,836.0,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.0,58962.0,4.0,Automatic,Front,04-May,Left wheel,White,4,non_turbo,134822.575,838.9583333333334
45770405,23521,779.0,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,90000.0,4.0,Tiptronic,Front,04-May,Left wheel,White,12,non_turbo,150602.16730038024,608.2661596958175
45787329,3450,0.0,RENAULT,Clio,1995,Hatchback,No,Petrol,1.2,50000.0,3.0,Manual,Front,02-Mar,Left wheel,Green,0,non_turbo,133500.0,0.0
45763505,706,777.0,MAZDA,616,2014,Sedan,Yes,Petrol,2.5,102291.28571428571,4.0,Automatic,Front,04-May,Left wheel,Red,12,non_turbo,102291.28571428571,814.4285714285714
45767451,1019,1537.0,TOYOTA,Highlander,2009,Sedan,Yes,Hybrid,3.3,300000.0,6.0,Automatic,4x4,04-May,Left wheel,Black,12,non_turbo,243862.38333333333,646.0
45636958,16935,765.0,FORD,Fusion,2015,Sedan,Yes,Petrol,2.0,71454.0,4.0,Automatic,Front,04-May,Left wheel,Black,0,non_turbo,106180.98837209302,540.8837209302326
45757670,19444,781.0,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,168805.61937716263,4.0,Tiptronic,Front,04-May,Left wheel,Black,6,non_turbo,168805.61937716263,623.840830449827
45733244,11604,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,300000.0,4.0,Automatic,Front,04-May,Left wheel,Silver,4,non_turbo,238968.55194805196,589.737012987013
45802837,51965,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,59515.0,4.0,Automatic,Front,04-May,Left wheel,Blue,4,non_turbo,109803.82587064676,870.094527363184
45646428,706,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312.0,4.0,Automatic,Front,04-May,Left wheel,Grey,12,non_turbo,142555.02310231022,519.6336633663366
45801896,9408,81.81395348837209,MERCEDES-BENZ,C 220,1999,Sedan,No,Diesel,2.2,111111.0,4.0,Manual,Rear,04-May,Left wheel,Silver,4,Turbo,169135.06976744186,81.81395348837209
45797732,13328,1347.0,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,74444.0,4.0,Automatic,Front,04-May,Left wheel,Yellow,4,non_turbo,80368.28571428571,1347.0
45762683,17876,831.0,NISSAN,Serena,2012,Minivan,No,Petrol,2.0,143000.0,4.0,Tiptronic,Front,04-May,Right-hand drive,White,12,non_turbo,132000.0,831.0
45767013,549,2866.0,NISSAN,Maxima,2004,Sedan,Yes,Petrol,3.5,299709.0,6.0,Automatic,Front,04-May,Left wheel,Grey,12,non_turbo,218741.8,573.2
45732074,20071,1329.5535714285713,TOYOTA,RAV 4,2008,Jeep,No,Petrol,2.4,135000.0,4.0,Automatic,4x4,04-May,Left wheel,Silver,8,non_turbo,214983.85714285713,1329.5535714285713
45731782,22894,862.0,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,124444.0,4.0,Automatic,Front,04-May,Left wheel,Yellow,4,non_turbo,66205.15789473684,839.3157894736842
45662111,2901,503.0,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,146403.0,4.0,Automatic,Front,04-May,Left wheel,White,0,non_turbo,151375.59259259258,454.3703703703704
45766794,15681,0.0,MITSUBISHI,Pajero,1997,Jeep,No,Petrol,2.4,142000.0,4.0,Automatic,4x4,02-Mar,Left wheel,Blue,6,non_turbo,180171.75,0.0
45764126,39829,1811.0,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821.0,8.0,Automatic,4x4,04-May,Left wheel,Black,0,non_turbo,238692.83615819208,1542.8813559322034
45768549,706,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907.0,8.0,Automatic,4x4,04-May,Left wheel,Black,0,non_turbo,148970.8,1426.14
44698379,18660,542.3301435406698,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,130000.0,4.0,Tiptronic,Front,04-May,Left wheel,Black,6,non_turbo,125582.03827751197,542.3301435406698
45770233,22580,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2.0,50930.0,4.0,Automatic,Rear,04-May,Left wheel,Black,12,non_turbo,33689.16,1003.44
